MagpieData avg_dev Column,MagpieData minimum MeltingT,MagpieData avg_dev NdValence,MagpieData avg_dev NsValence,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData mean NUnfilled,MagpieData mean SpaceGroupNumber,MagpieData minimum NUnfilled,MagpieData avg_dev GSmagmom,MagpieData avg_dev NdUnfilled,MagpieData avg_dev SpaceGroupNumber,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mean Number,MagpieData minimum NValence,MagpieData mode NValence,V0
1.445,923.0,1.445,0.0,68.0,64.5,0.65,197.1,0.0,0.107171046,1.105,5.579999999999996,1799.0,1047.3,14.95,2.0,2.0,613
2.5261961873500822,923.0,2.578462315364221,0.0,68.0,53.438202247191015,3.134831460674157,218.0337078651685,0.0,0.2074598373942684,1.6816058578462314,10.801666456255523,1728.0,1592.9775280898875,32.056179775280896,2.0,10.0,333
1.198926592797784,1071.0,1.3677285318559558,0.3716888850415512,52.0,47.878289473684205,6.457236842105263,212.0921052631579,5.0,0.0001452912287417,1.367728531855955,12.37880886426593,2180.0,1827.2993421052631,25.384868421052627,4.0,7.0,308
1.944444444444444,1193.0,1.9444444444444449,0.0,61.0,53.0,3.1666666666666665,219.8333333333333,2.0,0.1653874166666667,1.9444444444444444,8.611111111111105,1728.0,1638.8333333333333,32.833333333333336,3.0,10.0,363
1.944444444444444,1193.0,1.9444444444444449,0.0,61.0,53.0,3.1666666666666665,219.8333333333333,2.0,0.1653874166666667,1.9444444444444444,8.611111111111105,1728.0,1638.8333333333333,32.833333333333336,3.0,10.0,383
1.045,923.0,0.0,0.0,73.0,68.25,0.25,195.55,0.0,0.0,0.0,2.94500000000001,933.47,923.5235,12.05,2.0,2.0,573
3.4,1193.0,3.4,0.0,61.0,36.68,5.6,206.4,2.0,0.393005,3.4,14.88,1799.0,1476.62,42.04,3.0,3.0,343
2.5061728395061724,923.0,2.5061728395061724,0.0,68.0,53.388888888888886,3.055555555555556,218.11111111111111,0.0,0.2058154518518519,1.9814814814814816,10.716049382716047,1728.0,1594.111111111111,31.944444444444443,2.0,10.0,298
1.9166666666666672,1071.0,1.916666666666667,0.0,61.0,52.21666666666667,4.2,213.11666666666667,0.0,0.4070199125,1.568888888888889,14.656111111111109,1768.0,1636.0666666666666,31.433333333333334,2.0,10.0,293
2.5372839506172844,923.0,2.5372839506172844,0.0,68.0,54.48888888888889,2.875555555555556,218.11111111111111,0.0,0.2058154518518519,1.796503703703704,10.716049382716047,1728.0,1588.711111111111,31.04444444444444,2.0,10.0,348
2.5234567901234564,923.0,2.523456790123457,0.0,68.0,53.96888888888889,2.955555555555556,218.11111111111111,0.0,0.2058154518518519,1.880493827160494,10.716049382716047,1799.0,1609.9644444444446,30.884444444444448,2.0,10.0,298
2.443213296398892,923.0,2.728421052631579,0.0,73.0,54.18947368421052,3.107368421052632,217.76631578947365,0.0,0.2184983098504155,1.711246537396122,11.421606648199466,1728.0,1581.0443157894738,31.57894736842105,2.0,10.0,348
1.1910597000294088,1071.0,1.3593438551775971,0.37251249877463,52.0,47.98679867986798,6.405940594059406,212.15181518151817,5.0,0.0001454073568275,1.3593438551775971,12.340838044200453,2180.0,1829.7953795379533,25.27722772277228,4.0,7.0,308
1.0672,923.0,0.0582,0.0,73.0,66.57,0.52,195.55,0.0,0.0,0.5238,2.94500000000001,1799.0,949.8035,12.86,2.0,2.0,573
3.4,923.0,3.504444444444444,0.0,73.0,54.56666666666666,2.9333333333333336,214.66666666666663,0.0,0.2765277606666667,2.077777777777778,13.77777777777778,1728.0,1478.1823333333332,29.66666666666666,2.0,10.0,353
2.194328922495274,1519.0,2.194328922495274,0.0,61.0,48.76521739130435,5.930434782608695,209.17391304347825,2.0,0.7734039562636071,2.1943289224952736,15.833648393194704,2128.0,1848.269565217392,25.165217391304346,3.0,4.0,303
1.904761904761905,1519.0,1.9047619047619049,0.0,55.0,48.14761904761905,6.199999999999999,209.52380952380952,4.0,0.995474269700524,1.904761904761905,16.263038548752835,2128.0,1852.6047619047624,24.228571428571428,3.0,4.0,333
2.067961165048544,1357.77,2.101941747572816,0.0656518050711657,64.0,48.70873786407768,5.96116504854369,210.7815533980583,1.0,1.026561391532672,2.101941747572816,16.781553398058257,1941.0,1844.3562621359224,24.30097087378641,3.0,4.0,293
1.9166666666666667,1193.0,1.9166666666666667,0.0,61.0,52.75,3.25,217.25,2.0,0.1918617638888889,1.9166666666666667,11.625,1768.0,1642.1666666666667,32.75,3.0,10.0,343
1.1830621463970878,1071.0,1.3508179465812904,0.3733388886452349,52.0,48.09602649006622,6.35430463576159,212.2119205298013,5.0,0.0001455218395088,1.3508179465812902,12.30209201350818,2180.0,1832.307947019868,25.168874172185426,4.0,7.0,298
2.378786268466362,923.0,2.6268466361993834,0.0,73.0,53.14845360824742,3.2577319587628866,218.6082474226804,0.0,0.2154026526517164,2.066957168668296,10.147730895950696,1799.0,1601.0104123711335,31.64123711340205,2.0,10.0,323
2.448780883605826,923.0,2.7473370567208044,0.0,73.0,53.86199575371549,3.165605095541401,217.46709129511672,0.0,0.2197561227906473,1.7026969766634654,11.86713006162074,1799.0,1585.3801486199573,31.86199575371549,2.0,10.0,338
0.18,923.0,0.095,0.0,68.0,63.1,1.5,192.6,0.0,0.0,0.855,2.660000000000005,1345.0,951.5,16.8,2.0,2.0,633
3.313148788927336,923.0,3.313148788927336,0.0,68.0,65.11764705882354,0.7205882352941178,203.1176470588236,0.0,0.2472227128027682,0.996107266435986,12.871972318339106,1799.0,1172.6470588235295,17.10294117647059,2.0,2.0,613
1.0528,923.0,0.0197999999999999,0.0,73.0,67.69,0.34,195.55,0.0,0.0,0.1782,2.94500000000001,1799.0,932.2835,12.32,2.0,2.0,593
1.944444444444444,1193.0,1.9444444444444449,0.0,61.0,53.0,3.1666666666666665,219.8333333333333,2.0,0.1653874166666667,1.9444444444444444,8.611111111111105,1728.0,1638.8333333333333,32.833333333333336,3.0,10.0,383
0.8100000000000002,923.0,0.81,0.0,68.0,64.85,0.55,195.55,0.0,0.0565624965,0.99,2.94500000000001,1799.0,1007.05,14.15,2.0,2.0,633
3.4,1071.0,3.4,0.0,61.0,36.78,6.12,206.4,2.0,0.393005,3.4,14.88,1768.0,1459.62,42.44,3.0,3.0,328
3.313148788927336,923.0,3.313148788927336,0.0,68.0,65.11764705882354,0.7205882352941178,203.1176470588236,0.0,0.2472227128027682,0.996107266435986,12.871972318339106,1799.0,1172.6470588235295,17.10294117647059,2.0,2.0,593
3.4,1071.0,3.4,0.0,61.0,36.8,6.25,206.4,2.0,0.393005,3.4,14.88,1768.0,1458.4,42.45,3.0,3.0,313
