target
9.27
13.8982
12.7
11.107368
9.3923
6.3
8.42
9.7
13.0249
13.014
13.7431
16.544
14.051
11.34170199999999
13.8982
11.73
10.51
7.99
13.5
9.3923
12.7
12.3058
6.7
14.37
6.3
10.7575
4.98
16.544
11.799051999999993
13.477
10.514
7.75
12.4
9.21
9.533
13.0249
15.4397
13.3
10.38
11.5009
14.37
14.0714
10.18
9.4883
12.411
14.108
11.88
11.107368
11.335783999999997
11.5885
11.107368
7.099
9.27
14.1778
13.4
6.3
11.73
13.6204
12.7904
12.46
7.481
9.533
16.544
13.5
14.051
9.4883
17.055
12.37
13.5
11.65
9.785785999999996
7.242
13.1149
11.2741
11.779322000000011
13.9942
12.411
14.0714
10.24
14.37
9.039
10.18
10.7575
15.6
10.72
13.0249
11.5
10.2168
11.3
9.2
10.2168
10.6
14.051
11.22
12.4
9.5617
13.477
11.5885
17.055
8.4
6.7
15.8526
11.88
12.724683000000002
8.42
9.790745999999997
6.63
12.46
10.6
15.4397
8.877
8.077
12.2914
11.012
7.22
12.679
11.378578999999997
8.411
16.544
8.4
9.27
9.21
10.68
8.775
10.3822
10.18
8.9624
16.544
10.6869
16.2
15.6
6.7
11.5885
12.787
7.87
10.849049999999991
7.87
4.98
6.63
11.335783999999997
11.721461999999988
13.4
10.97
9.3923
14.1778
9.039
13.7431
13.1115
9.7
12.19447
8.971
12.4128
12.4
11.107368
7.22
11.107368
11.73
13.5
4.98
10.3822
15.6303
14.108
8.411
8.17
9.5617
11.73
13.3
7.481
10.18
8.775
10.89
13.1149
15.8526
9.5056
10.6869
10.72
7.99
9.7
14.1778
7.242
7.75
15.4397
9.8464
8.42
8.9624
13.8982
10.97
9.5961
12.411
10.514
11.107368
10.3
7.87
11.107368
10.68
11.3
8.17
11.5
13.0661
15.8526
7.22
10.3822
11.107368
6.3
12.40472800000001
15.6303
10.24
6.3
10.9694
12.46
11.399909999999991
16.2
13.1149
6.63
13.33
13.6204
7.481
7.099
12.2914
10.68
9.2
10.6
15.6
11.5885
13.9942
11.5
9.8464
8.42
13.014
13.4
14.108
13.0661
14.37
8.9624
14.0714
13.33
10.2168
7.099
13.477
6.7
9.5056
17.055
12.37
11.65
11.39886199999999
10.514
8.077
8.17
12.679
13.014
11.5009
15.6
13.7431
6.3
10.72
12.7
10.6869
12.37
6.3
