target
-6.894
-8.227
-4.089
-2.78
-3.241
-3.229
-9.971
-8.698
-1.487
-1.487
-3.9543
-3.790079999999998
-3.45
-2.3082
-8.698
-1.857011666666667
-2.72
-9.026
-3.462
-3.275
-6.706
-2.861
-4.7499
-3.741
-1.5039
-3.25
-3.25
-1.73
-2.3082
-2.69
-3.1
-4.271
-4.583
-4.583
-3.229
-9.622
-2.799
-4.515
-3.986
-8.698
-1.73
-3.753
-3.19
-1.269
-9.0065
-3.47
-3.25
-3.12
-3.321
-3.192
-3.336
-4.7499
-5.089
-3.790079999999998
-3.790079999999998
-3.22
-3.3069
-9.05
-3.868
-3.856
-9.6218
-4.6307
-1.857011666666667
-3.4544
-3.293
-3.704
-3.632
-3.192
-2.861
-3.429
-3.706
-9.2768
-3.443
-9.05
-3.704
-3.68
-3.9528
-3.706
-9.047
-2.92
-9.2768
-3.868
-9.6218
-9.971
-4.0273
-3.801
-9.1639
-7.736
-2.754
-3.3069
-4.3297
-3.398
-3.19
-3.318
-2.35
-3.462
-9.047
-2.3082
-3.55
3.122
-4.84
-7.379
-9.292
-8.698
-9.05
-3.644
-3.6209
-6.706
-3.192
-3.743
-3.336
-3.318
-4.3297
-3.790079999999998
-3.25
-3.415
-3.336
-3.790079999999998
-3.428
-3.028
-2.35
-2.6746
-6.894
-3.241
-3.55
-7.529
-2.754
-9.971
-3.462
-3.12
-3.68
-8.743
-1.857011666666667
-3.753
-2.9402
-9.3737
-3.364
-9.1639
-5.122
-2.72
-2.9402
-3.68
-3.192
-3.790079999999998
-3.743
-3.6209
-3.2006
-2.81
-3.790079999999998
-3.868
-9.2768
-2.81
-3.318
-9.2049
-6.706
-6.894
-4.515
-4.583
-2.9402
-2.72
-7.736
-4.686
-8.227
-1.73
-3.741
-3.443
-2.86
-4.0273
-4.0273
-3.122
-9.6218
-2.99
-3.229
-3.236
-9.3737
-3.632
-2.4229
-9.6218
-4.5284
-9.622
-1.5039
-3.909
-3.61
-3.028
-4.089
-4.686
-3.602
-3.632
-4.271
-9.0065
-3.572
-3.45
-3.644
-3.1
-3.47
-3.12
-2.799
-3.364
-6.706
-3.741
-7.736
-3.696
-4.7147
-1.73
-3.9543
-1.487
-9.3737
-3.236
-2.4229
-9.026
-3.6209
-6.894
-3.644
-3.683
-2.35
-2.92
-3.79
-3.229
-3.321
-8.743
-2.94
-3.55
-3.55
-7.736
-3.79
-3.9543
-4.0273
-3.01
-3.9528
-3.572
-3.846
-3.790079999999998
-3.55
-3.3069
-2.6746
-3.3268
-8.743
-4.686
-4.6307
-9.2049
