MagpieData avg_dev NdUnfilled,MagpieData mean NUnfilled,MagpieData mode AtomicWeight,MagpieData mean MendeleevNumber,MagpieData mean MeltingT,MagpieData mean GSvolume_pa,MagpieData mean Electronegativity,MagpieData mode NUnfilled,MagpieData mean Row,MagpieData mode MeltingT,MagpieData mode MendeleevNumber,V0,MagpieData mode NdValence
0.5238,0.52,24.305,66.57,949.8035,22.85375,1.3223000000000005,0.0,3.06,923.0,68.0,573,0.0
2.066957168668296,3.2577319587628866,58.6934,53.14845360824742,1601.0104123711335,15.435701030927834,1.7434226804123711,2.0,4.261855670103093,1728.0,61.0,323,8.0
2.0397304175699875,6.116504854368932,47.867,47.6990291262136,1852.923834951456,14.351557582859222,1.6559223300970876,8.0,4.033980582524272,1941.0,43.0,303,2.0
0.855,1.5,24.305,63.1,951.5,24.1245,1.2935,0.0,3.3,923.0,68.0,613,0.0
1.7108061697129673,3.103837471783296,58.6934,53.45823927765238,1595.1873589164786,15.462974040632057,1.740270880361174,2.0,4.28216704288939,1728.0,61.0,373,8.0
0.855,1.5,24.305,63.1,951.5,24.1245,1.2935,0.0,3.3,923.0,68.0,633,0.0
1.502821822090836,6.20655737704918,51.9961,48.114754098360656,1952.75737704918,13.122623233465577,1.636983606557377,6.0,4.019672131147541,2180.0,49.0,253,5.0
2.0,3.4166666666666665,58.6934,54.0,1572.6225000000002,15.262916666666667,1.7499999999999998,2.0,4.25,1728.0,61.0,343,8.0
1.930555555555556,3.208333333333333,58.6934,52.875,1640.5,14.746458333333337,1.77375,2.0,4.333333333333333,1728.0,61.0,343,8.0
2.1860113421550094,5.921739130434783,47.867,49.03478260869565,1849.504347826087,14.18413793103478,1.6528695652173913,8.0,4.052173913043478,1941.0,43.0,323,2.0
2.066957168668296,3.329896907216494,58.6934,53.29278350515464,1605.0619587628864,15.385726804123708,1.744453608247423,2.0,4.261855670103093,1728.0,61.0,298,8.0
1.7047351742870074,3.15531914893617,58.6934,53.93191489361702,1583.3128723404254,15.401723404255318,1.7409787234042555,2.0,4.261702127659574,1728.0,61.0,318,8.0
